id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
5859,3.0,No,4.0,7.0,No,4.0,9.0,Extrovert
5860,1.0,No,6.0,7.0,No,13.0,6.0,Extrovert
5861,1.0,No,7.0,4.0,No,13.0,10.0,Extrovert
5862,0.0,No,7.0,7.0,No,5.0,5.0,Introvert
5863,2.0,No,9.0,4.0,No,11.0,8.0,Extrovert
5864,0.0,No,9.0,7.0,No,10.0,6.0,Extrovert
5865,2.0,No,8.0,5.0,No,5.0,10.0,Extrovert
5866,0.0,No,7.0,7.0,No,4.0,9.0,Extrovert
5867,5.0,Yes,3.0,2.0,Yes,6.0,0.0,Introvert
5868,4.0,Yes,0.0,0.0,Yes,3.0,0.0,Introvert
5869,0.0,No,5.0,6.0,No,,5.0,Extrovert
5870,8.0,Yes,1.0,1.0,Yes,4.0,2.0,Introvert
5871,1.0,No,5.0,7.0,No,13.0,10.0,Introvert
5872,3.0,No,7.0,,No,8.0,6.0,Extrovert
5873,3.0,No,7.0,5.0,No,9.0,7.0,Extrovert
5874,0.0,No,5.0,5.0,No,15.0,9.0,Extrovert
5875,4.0,Yes,1.0,3.0,Yes,,3.0,Introvert
5876,3.0,No,7.0,3.0,No,5.0,5.0,Extrovert
5877,0.0,No,3.0,5.0,No,3.0,9.0,Extrovert
5878,3.0,No,4.0,4.0,No,5.0,,Extrovert
5879,6.0,No,6.0,4.0,No,9.0,5.0,Extrovert
5880,3.0,No,9.0,4.0,No,5.0,8.0,Extrovert
5881,5.0,,2.0,0.0,Yes,2.0,0.0,Introvert
5882,0.0,No,5.0,3.0,,14.0,4.0,Extrovert
5883,1.0,No,6.0,7.0,No,10.0,6.0,Extrovert
5884,9.0,Yes,4.0,2.0,Yes,5.0,1.0,Introvert
5885,0.0,No,5.0,6.0,No,4.0,4.0,Extrovert
5886,1.0,No,6.0,4.0,No,,9.0,Extrovert
5887,7.0,Yes,3.0,1.0,Yes,0.0,0.0,Introvert
5888,2.0,No,7.0,3.0,No,14.0,5.0,Extrovert
5889,3.0,No,8.0,6.0,No,13.0,3.0,Extrovert
5890,11.0,Yes,2.0,2.0,,2.0,2.0,Introvert
5891,2.0,No,3.0,5.0,No,3.0,9.0,Introvert
5892,0.0,No,3.0,3.0,No,11.0,6.0,Extrovert
5893,4.0,,2.0,1.0,Yes,4.0,0.0,Introvert
5894,7.0,Yes,2.0,0.0,Yes,2.0,,Extrovert
5895,11.0,Yes,1.0,2.0,Yes,,2.0,Introvert
5896,6.0,Yes,1.0,1.0,Yes,3.0,,Introvert
5897,2.0,No,9.0,6.0,No,12.0,,Extrovert
5898,3.0,No,3.0,4.0,No,7.0,7.0,Extrovert
5899,1.0,No,7.0,3.0,No,5.0,6.0,Extrovert
5900,0.0,No,,6.0,No,7.0,8.0,Extrovert
5901,2.0,No,9.0,6.0,No,,9.0,Extrovert
5902,0.0,No,4.0,5.0,,5.0,4.0,Extrovert
5903,1.0,No,4.0,4.0,No,15.0,9.0,Extrovert
5904,2.0,No,6.0,7.0,No,14.0,6.0,Extrovert
5905,1.0,No,9.0,4.0,No,4.0,7.0,Extrovert
5906,2.0,No,7.0,4.0,No,7.0,4.0,Introvert
5907,5.0,,0.0,1.0,Yes,3.0,0.0,Introvert
5908,6.0,No,10.0,6.0,No,9.0,3.0,Introvert
5909,0.0,No,6.0,3.0,No,11.0,9.0,Extrovert
5910,3.0,No,9.0,5.0,No,7.0,8.0,Extrovert
5911,0.0,No,8.0,4.0,No,15.0,5.0,Extrovert
5912,5.0,Yes,,2.0,Yes,5.0,3.0,Introvert
5913,0.0,No,4.0,5.0,No,7.0,3.0,Extrovert
5914,3.0,No,7.0,7.0,No,11.0,4.0,Extrovert
5915,1.0,No,5.0,4.0,No,14.0,,Extrovert
5916,8.0,,2.0,2.0,Yes,1.0,1.0,Introvert
5917,4.0,Yes,0.0,2.0,,3.0,1.0,Introvert
5918,3.0,No,7.0,4.0,No,8.0,10.0,Extrovert
5919,2.0,No,4.0,6.0,No,9.0,9.0,Extrovert
5920,2.0,No,,5.0,No,7.0,4.0,Extrovert
5921,3.0,No,5.0,5.0,No,8.0,7.0,Extrovert
5922,1.0,No,5.0,6.0,No,15.0,7.0,Extrovert
5923,11.0,Yes,1.0,2.0,Yes,,0.0,Introvert
5924,0.0,No,5.0,6.0,No,10.0,5.0,Extrovert
5925,10.0,Yes,1.0,2.0,Yes,5.0,0.0,Introvert
5926,0.0,No,5.0,6.0,No,9.0,5.0,Extrovert
5927,0.0,No,6.0,4.0,No,6.0,,Extrovert
5928,5.0,Yes,0.0,3.0,Yes,,2.0,Introvert
5929,0.0,No,9.0,5.0,,13.0,4.0,Extrovert
5930,2.0,No,4.0,3.0,No,9.0,5.0,Extrovert
5931,4.0,Yes,1.0,3.0,Yes,3.0,3.0,Introvert
5932,4.0,Yes,3.0,,Yes,0.0,0.0,Introvert
5933,3.0,No,6.0,5.0,No,5.0,5.0,Extrovert
5934,8.0,Yes,0.0,2.0,Yes,3.0,0.0,Introvert
5935,1.0,No,,6.0,No,9.0,4.0,Extrovert
5936,0.0,No,4.0,6.0,No,7.0,9.0,Extrovert
5937,,Yes,2.0,1.0,Yes,2.0,1.0,Introvert
5938,0.0,No,4.0,3.0,No,10.0,9.0,Extrovert
5939,1.0,No,3.0,4.0,No,8.0,5.0,Extrovert
5940,6.0,Yes,0.0,,Yes,1.0,2.0,Extrovert
5941,2.0,No,7.0,4.0,No,,9.0,Introvert
5942,1.0,No,9.0,5.0,No,10.0,4.0,Extrovert
5943,3.0,Yes,0.0,2.0,Yes,2.0,2.0,Introvert
5944,3.0,No,9.0,3.0,No,10.0,7.0,Extrovert
5945,1.0,No,6.0,3.0,No,8.0,9.0,Extrovert
5946,3.0,No,6.0,6.0,No,14.0,9.0,Extrovert
5947,9.0,Yes,0.0,1.0,,4.0,2.0,Introvert
5948,11.0,Yes,1.0,2.0,Yes,0.0,,Introvert
5949,8.0,Yes,3.0,1.0,Yes,1.0,1.0,Introvert
5950,8.0,Yes,3.0,2.0,Yes,2.0,2.0,Introvert
5951,5.0,Yes,1.0,1.0,Yes,0.0,,Introvert
5952,0.0,No,4.0,7.0,No,6.0,9.0,Extrovert
5953,,Yes,3.0,0.0,Yes,0.0,1.0,Introvert
5954,0.0,No,6.0,4.0,No,11.0,,Extrovert
5955,0.0,,5.0,5.0,No,12.0,3.0,Extrovert
5956,1.0,No,8.0,5.0,No,13.0,7.0,Extrovert
5957,,No,6.0,5.0,No,7.0,4.0,Extrovert
5958,1.0,No,6.0,4.0,No,15.0,3.0,Extrovert
5959,2.0,No,9.0,6.0,,14.0,5.0,Extrovert
5960,0.0,No,8.0,6.0,No,10.0,10.0,Extrovert
5961,3.0,No,8.0,4.0,No,8.0,8.0,Extrovert
5962,1.0,No,8.0,7.0,No,11.0,7.0,Introvert
5963,1.0,No,7.0,4.0,No,14.0,5.0,Extrovert
5964,,No,8.0,4.0,No,10.0,8.0,Extrovert
5965,0.0,No,5.0,4.0,No,13.0,5.0,Extrovert
5966,11.0,,3.0,2.0,Yes,2.0,2.0,Introvert
5967,5.0,,0.0,0.0,Yes,2.0,1.0,Introvert
5968,3.0,,9.0,6.0,No,8.0,5.0,Extrovert
5969,5.0,Yes,2.0,0.0,,2.0,0.0,Introvert
5970,6.0,Yes,0.0,3.0,Yes,2.0,1.0,Introvert
5971,2.0,No,5.0,6.0,No,15.0,,Extrovert
5972,9.0,Yes,0.0,,Yes,1.0,0.0,Introvert
5973,2.0,No,9.0,6.0,No,11.0,10.0,Extrovert
5974,1.0,,9.0,6.0,No,11.0,4.0,Extrovert
5975,5.0,Yes,2.0,,Yes,,,Introvert
5976,4.0,No,10.0,7.0,No,11.0,9.0,Extrovert
5977,11.0,Yes,,2.0,Yes,3.0,,Introvert
5978,2.0,No,6.0,3.0,No,6.0,,Extrovert
5979,6.0,Yes,2.0,2.0,,1.0,1.0,Introvert
5980,6.0,Yes,0.0,0.0,,4.0,2.0,Introvert
5981,,No,7.0,4.0,No,14.0,4.0,Extrovert
5982,1.0,No,5.0,7.0,No,11.0,3.0,Extrovert
5983,0.0,,6.0,7.0,No,6.0,3.0,Extrovert
5984,2.0,No,10.0,4.0,No,10.0,,Extrovert
5985,0.0,No,7.0,,No,14.0,8.0,Extrovert
5986,0.0,No,6.0,6.0,No,9.0,5.0,Extrovert
5987,3.0,No,5.0,5.0,,14.0,8.0,Extrovert
5988,,No,4.0,5.0,No,4.0,9.0,Extrovert
5989,3.0,No,8.0,,No,12.0,9.0,Extrovert
5990,0.0,No,9.0,7.0,No,7.0,4.0,Extrovert
5991,6.0,,3.0,1.0,Yes,4.0,0.0,Introvert
5992,8.0,Yes,0.0,1.0,Yes,3.0,3.0,Extrovert
5993,3.0,,8.0,5.0,No,10.0,7.0,Extrovert
5994,5.0,Yes,2.0,1.0,Yes,,0.0,Introvert
5995,0.0,,9.0,5.0,No,14.0,3.0,Extrovert
5996,1.0,No,6.0,4.0,No,13.0,8.0,Extrovert
5997,2.0,No,6.0,6.0,No,15.0,6.0,Extrovert
5998,4.0,No,9.0,3.0,No,6.0,8.0,Extrovert
5999,0.0,No,7.0,7.0,No,9.0,4.0,Extrovert
6000,1.0,,,6.0,No,12.0,8.0,Extrovert
6001,7.0,Yes,3.0,0.0,Yes,3.0,1.0,Introvert
6002,3.0,No,8.0,6.0,No,10.0,6.0,Extrovert
6003,0.0,No,5.0,5.0,,12.0,3.0,Extrovert
6004,2.0,,5.0,3.0,No,,,Extrovert
6005,1.0,No,4.0,5.0,No,8.0,5.0,Extrovert
6006,3.0,No,6.0,3.0,No,7.0,4.0,Extrovert
6007,7.0,,3.0,0.0,,2.0,0.0,Introvert
6008,2.0,No,4.0,3.0,No,6.0,7.0,Extrovert
6009,3.0,No,6.0,5.0,No,8.0,,Extrovert
6010,0.0,No,9.0,3.0,,4.0,3.0,Extrovert
6011,9.0,Yes,3.0,1.0,Yes,0.0,2.0,Introvert
6012,1.0,No,8.0,3.0,No,8.0,6.0,Extrovert
6013,2.0,No,4.0,3.0,No,15.0,4.0,Extrovert
6014,0.0,No,9.0,7.0,No,4.0,9.0,Extrovert
6015,0.0,,4.0,6.0,No,13.0,9.0,Extrovert
6016,3.0,No,7.0,6.0,No,,4.0,Extrovert
6017,4.0,Yes,0.0,0.0,Yes,4.0,2.0,Introvert
6018,10.0,Yes,0.0,2.0,Yes,5.0,2.0,Introvert
6019,4.0,No,4.0,7.0,No,15.0,7.0,Extrovert
6020,0.0,No,8.0,7.0,No,8.0,5.0,Extrovert
6021,2.0,,5.0,7.0,No,8.0,9.0,Extrovert
6022,3.0,No,8.0,5.0,No,8.0,5.0,Extrovert
6023,1.0,No,9.0,4.0,,8.0,5.0,Extrovert
6024,8.0,Yes,2.0,0.0,,1.0,2.0,Introvert
6025,2.0,No,8.0,6.0,No,6.0,6.0,Extrovert
6026,1.0,No,9.0,6.0,No,,5.0,Extrovert
6027,0.0,No,6.0,5.0,No,11.0,5.0,Extrovert
6028,,Yes,3.0,1.0,Yes,2.0,2.0,Introvert
6029,2.0,No,9.0,5.0,No,8.0,5.0,Extrovert
6030,8.0,Yes,0.0,3.0,Yes,1.0,,Introvert
6031,7.0,Yes,2.0,0.0,Yes,3.0,,Extrovert
6032,2.0,No,7.0,5.0,No,11.0,,Extrovert
6033,3.0,No,6.0,5.0,No,10.0,7.0,Extrovert
6034,,No,4.0,6.0,No,10.0,9.0,Extrovert
6035,1.0,No,8.0,6.0,No,14.0,7.0,Extrovert
6036,1.0,No,5.0,7.0,No,11.0,7.0,Extrovert
6037,1.0,No,,7.0,No,11.0,6.0,Extrovert
6038,0.0,No,9.0,,No,12.0,5.0,Extrovert
6039,0.0,No,5.0,5.0,No,6.0,4.0,Extrovert
6040,3.0,No,9.0,,No,12.0,4.0,Extrovert
6041,4.0,Yes,,1.0,Yes,0.0,0.0,Introvert
6042,2.0,No,9.0,,No,10.0,5.0,Extrovert
6043,1.0,No,7.0,5.0,No,15.0,8.0,Extrovert
6044,11.0,Yes,0.0,2.0,Yes,4.0,0.0,Introvert
6045,1.0,No,6.0,3.0,No,8.0,5.0,Extrovert
6046,1.0,No,4.0,,No,5.0,6.0,Extrovert
6047,0.0,No,3.0,4.0,No,9.0,5.0,Extrovert
6048,0.0,No,5.0,5.0,No,8.0,4.0,Extrovert
6049,2.0,No,6.0,6.0,No,6.0,5.0,Extrovert
6050,4.0,No,6.0,4.0,No,9.0,7.0,Extrovert
6051,0.0,No,7.0,5.0,,6.0,9.0,Extrovert
6052,0.0,No,5.0,4.0,No,14.0,3.0,Extrovert
6053,,No,6.0,4.0,No,6.0,9.0,Extrovert
6054,6.0,Yes,1.0,0.0,Yes,0.0,0.0,Introvert
6055,3.0,,7.0,6.0,No,14.0,3.0,Extrovert
6056,2.0,No,9.0,,No,5.0,6.0,Extrovert
6057,10.0,Yes,0.0,0.0,,5.0,0.0,Introvert
6058,2.0,No,8.0,6.0,No,15.0,3.0,Extrovert
6059,0.0,No,,6.0,No,5.0,4.0,Extrovert
6060,4.0,Yes,0.0,2.0,Yes,3.0,,Introvert
6061,2.0,No,5.0,4.0,No,13.0,4.0,Extrovert
6062,2.0,No,8.0,7.0,No,6.0,6.0,Extrovert
6063,0.0,No,8.0,6.0,No,9.0,5.0,Extrovert
6064,1.0,No,3.0,3.0,No,15.0,6.0,Extrovert
6065,1.0,No,5.0,6.0,No,10.0,7.0,Extrovert
6066,2.0,Yes,3.0,3.0,,5.0,0.0,Extrovert
6067,9.0,Yes,0.0,2.0,,4.0,0.0,Introvert
6068,8.0,,3.0,2.0,Yes,1.0,2.0,Introvert
6069,1.0,No,4.0,4.0,No,8.0,,Extrovert
6070,1.0,No,7.0,5.0,No,9.0,6.0,Extrovert
6071,,No,4.0,6.0,No,11.0,6.0,Extrovert
6072,1.0,No,7.0,3.0,No,12.0,9.0,Extrovert
6073,3.0,No,4.0,6.0,No,12.0,,Extrovert
6074,,,3.0,0.0,Yes,5.0,1.0,Introvert
6075,9.0,Yes,3.0,1.0,Yes,2.0,,Introvert
6076,1.0,No,8.0,4.0,No,13.0,,Extrovert
6077,,No,8.0,3.0,No,10.0,3.0,Extrovert
6078,2.0,No,7.0,5.0,No,,6.0,Extrovert
6079,1.0,No,9.0,,No,12.0,8.0,Extrovert
6080,4.0,No,9.0,6.0,No,7.0,9.0,Extrovert
6081,,,5.0,5.0,No,12.0,7.0,Extrovert
6082,3.0,No,7.0,3.0,No,8.0,5.0,Extrovert
6083,8.0,Yes,2.0,1.0,Yes,0.0,1.0,Introvert
6084,0.0,No,3.0,5.0,No,11.0,9.0,Extrovert
6085,1.0,No,9.0,5.0,No,10.0,,Extrovert
6086,1.0,No,4.0,3.0,No,8.0,9.0,Extrovert
6087,3.0,No,6.0,,No,12.0,5.0,Extrovert
6088,7.0,Yes,,2.0,Yes,3.0,0.0,Introvert
6089,4.0,,0.0,0.0,Yes,0.0,1.0,Introvert
6090,0.0,,7.0,3.0,No,14.0,9.0,Extrovert
6091,1.0,No,9.0,5.0,No,11.0,7.0,Extrovert
6092,,No,9.0,3.0,No,5.0,9.0,Extrovert
6093,3.0,No,4.0,3.0,No,4.0,5.0,Extrovert
6094,7.0,Yes,1.0,2.0,,1.0,1.0,Introvert
6095,11.0,Yes,2.0,2.0,Yes,1.0,3.0,Introvert
6096,3.0,No,9.0,6.0,No,15.0,3.0,Extrovert
6097,3.0,No,7.0,7.0,No,13.0,6.0,Extrovert
6098,4.0,No,8.0,3.0,No,12.0,7.0,Extrovert
6099,1.0,No,,4.0,No,6.0,10.0,Extrovert
6100,2.0,No,7.0,4.0,No,8.0,5.0,Extrovert
6101,5.0,Yes,0.0,1.0,Yes,2.0,0.0,Introvert
6102,10.0,Yes,0.0,2.0,Yes,0.0,0.0,Introvert
6103,1.0,,8.0,6.0,No,15.0,8.0,Extrovert
6104,2.0,No,8.0,3.0,No,5.0,8.0,Extrovert
6105,9.0,Yes,0.0,2.0,Yes,2.0,,Introvert
6106,,Yes,2.0,2.0,Yes,2.0,0.0,Introvert
6107,0.0,No,4.0,3.0,No,9.0,5.0,Extrovert
6108,10.0,Yes,1.0,0.0,Yes,4.0,3.0,Introvert
6109,5.0,Yes,1.0,,Yes,1.0,1.0,Introvert
6110,9.0,Yes,2.0,2.0,Yes,1.0,,Introvert
6111,3.0,No,10.0,5.0,No,14.0,7.0,Extrovert
6112,0.0,No,9.0,7.0,No,15.0,6.0,Extrovert
6113,2.0,No,9.0,3.0,No,14.0,5.0,Extrovert
6114,3.0,No,7.0,4.0,No,3.0,3.0,Extrovert
6115,,No,4.0,6.0,No,12.0,5.0,Extrovert
6116,3.0,No,8.0,7.0,No,13.0,7.0,Extrovert
6117,,No,7.0,3.0,No,12.0,3.0,Extrovert
6118,3.0,No,9.0,7.0,No,10.0,5.0,Extrovert
6119,2.0,No,5.0,7.0,No,11.0,6.0,Extrovert
6120,11.0,Yes,2.0,1.0,Yes,2.0,,Introvert
6121,7.0,Yes,5.0,0.0,Yes,0.0,2.0,Introvert
6122,10.0,Yes,2.0,2.0,,1.0,1.0,Introvert
6123,3.0,No,8.0,5.0,No,9.0,7.0,Extrovert
6124,,No,8.0,5.0,No,6.0,7.0,Extrovert
6125,0.0,No,6.0,4.0,,10.0,9.0,Extrovert
6126,,Yes,3.0,0.0,Yes,1.0,3.0,Introvert
6127,3.0,,9.0,5.0,No,6.0,5.0,Extrovert
6128,,No,5.0,4.0,No,9.0,7.0,Extrovert
6129,11.0,Yes,3.0,3.0,Yes,4.0,2.0,Introvert
6130,2.0,No,7.0,,No,9.0,9.0,Extrovert
6131,8.0,Yes,2.0,1.0,Yes,3.0,3.0,Introvert
6132,0.0,No,,5.0,No,7.0,9.0,Extrovert
6133,4.0,Yes,1.0,0.0,,0.0,2.0,Introvert
6134,0.0,No,6.0,5.0,,11.0,9.0,Extrovert
6135,0.0,No,8.0,7.0,No,11.0,8.0,Extrovert
6136,1.0,No,,3.0,No,5.0,7.0,Extrovert
6137,3.0,No,4.0,5.0,No,14.0,,Introvert
6138,1.0,No,4.0,7.0,No,9.0,10.0,Extrovert
6139,0.0,No,7.0,3.0,No,13.0,3.0,Extrovert
6140,4.0,Yes,1.0,0.0,Yes,4.0,0.0,Introvert
6141,1.0,,9.0,5.0,No,5.0,9.0,Extrovert
6142,4.0,Yes,2.0,3.0,Yes,4.0,3.0,Introvert
6143,3.0,No,4.0,5.0,No,4.0,8.0,Extrovert
6144,0.0,No,6.0,3.0,No,12.0,10.0,Extrovert
6145,0.0,No,6.0,7.0,No,5.0,4.0,Extrovert
6146,5.0,Yes,3.0,0.0,Yes,,0.0,Introvert
6147,7.0,Yes,3.0,1.0,Yes,1.0,,Introvert
6148,7.0,Yes,1.0,,Yes,,0.0,Introvert
6149,,No,4.0,6.0,No,10.0,5.0,Extrovert
6150,0.0,No,4.0,6.0,No,7.0,8.0,Extrovert
6151,9.0,Yes,3.0,0.0,Yes,1.0,3.0,Introvert
6152,1.0,,4.0,6.0,No,6.0,8.0,Extrovert
6153,5.0,Yes,3.0,0.0,Yes,3.0,2.0,Introvert
6154,,No,4.0,7.0,No,12.0,9.0,Extrovert
6155,0.0,,9.0,3.0,No,8.0,8.0,Extrovert
6156,3.0,,6.0,5.0,No,15.0,5.0,Extrovert
6157,1.0,No,8.0,6.0,No,12.0,7.0,Extrovert
6158,11.0,Yes,0.0,0.0,Yes,,0.0,Introvert
6159,3.0,No,4.0,3.0,No,15.0,3.0,Extrovert
6160,3.0,No,3.0,6.0,No,7.0,6.0,Extrovert
6161,1.0,,5.0,3.0,No,14.0,4.0,Extrovert
6162,1.0,No,7.0,7.0,No,12.0,5.0,Introvert
6163,3.0,No,4.0,4.0,No,10.0,9.0,Extrovert
6164,2.0,No,4.0,7.0,No,15.0,,Extrovert
6165,3.0,No,6.0,4.0,No,10.0,6.0,Extrovert
6166,3.0,No,,5.0,No,14.0,,Extrovert
6167,4.0,No,5.0,7.0,No,12.0,10.0,Extrovert
6168,1.0,No,7.0,3.0,No,4.0,5.0,Extrovert
6169,0.0,No,7.0,4.0,No,10.0,7.0,Extrovert
6170,2.0,,7.0,6.0,No,8.0,7.0,Extrovert
6171,,No,9.0,3.0,No,12.0,3.0,Introvert
6172,2.0,No,6.0,3.0,No,13.0,5.0,Extrovert
6173,2.0,No,9.0,3.0,No,13.0,,Extrovert
6174,2.0,,10.0,5.0,No,14.0,8.0,Extrovert
6175,3.0,No,7.0,4.0,No,11.0,7.0,Extrovert
6176,3.0,No,6.0,7.0,No,11.0,9.0,Extrovert
6177,1.0,No,7.0,4.0,No,14.0,10.0,Extrovert
6178,0.0,,5.0,3.0,No,7.0,5.0,Extrovert
6179,4.0,Yes,2.0,2.0,Yes,1.0,1.0,Introvert
6180,2.0,,4.0,4.0,No,6.0,7.0,Extrovert
6181,5.0,Yes,2.0,1.0,Yes,5.0,2.0,Introvert
6182,2.0,No,9.0,,No,7.0,3.0,Extrovert
6183,3.0,No,9.0,5.0,No,14.0,5.0,Extrovert
6184,4.0,No,7.0,5.0,No,10.0,6.0,Extrovert
6185,2.0,No,3.0,7.0,No,6.0,4.0,Extrovert
6186,0.0,No,5.0,6.0,No,14.0,4.0,Extrovert
6187,4.0,No,4.0,7.0,No,11.0,10.0,Extrovert
6188,3.0,,6.0,5.0,No,12.0,5.0,Extrovert
6189,4.0,Yes,,0.0,Yes,5.0,0.0,Introvert
6190,,No,3.0,5.0,No,10.0,5.0,Extrovert
6191,1.0,No,9.0,4.0,No,8.0,7.0,Extrovert
6192,0.0,No,3.0,7.0,No,11.0,6.0,Extrovert
6193,0.0,No,5.0,6.0,No,8.0,6.0,Extrovert
6194,6.0,,1.0,2.0,Yes,4.0,0.0,Introvert
6195,8.0,,3.0,0.0,Yes,5.0,2.0,Introvert
6196,0.0,No,9.0,3.0,No,14.0,,Extrovert
6197,3.0,No,4.0,4.0,No,13.0,,Extrovert
6198,1.0,No,9.0,7.0,No,7.0,7.0,Extrovert
6199,3.0,No,8.0,4.0,No,12.0,10.0,Extrovert
6200,7.0,Yes,0.0,,Yes,1.0,2.0,Introvert
6201,3.0,,7.0,5.0,No,12.0,3.0,Extrovert
6202,,No,3.0,3.0,No,6.0,5.0,Extrovert
6203,0.0,No,5.0,4.0,No,15.0,3.0,Extrovert
6204,2.0,No,7.0,5.0,No,9.0,7.0,Extrovert
6205,0.0,No,8.0,4.0,No,6.0,5.0,Extrovert
6206,7.0,Yes,3.0,3.0,Yes,2.0,2.0,Introvert
6207,2.0,No,6.0,,No,8.0,5.0,Extrovert
6208,3.0,No,,,No,8.0,7.0,Extrovert
6209,3.0,No,4.0,5.0,No,13.0,4.0,Extrovert
6210,2.0,No,4.0,7.0,No,,9.0,Extrovert
6211,5.0,Yes,1.0,2.0,,1.0,2.0,Introvert
6212,7.0,,2.0,2.0,Yes,5.0,2.0,Introvert
6213,3.0,No,6.0,5.0,No,9.0,8.0,Extrovert
6214,0.0,No,5.0,5.0,No,13.0,9.0,Extrovert
6215,8.0,Yes,1.0,1.0,Yes,2.0,0.0,Introvert
6216,1.0,No,7.0,,No,,7.0,Extrovert
6217,2.0,No,9.0,5.0,No,13.0,5.0,Extrovert
6218,9.0,No,6.0,3.0,No,12.0,4.0,Extrovert
6219,2.0,No,8.0,3.0,No,10.0,,Extrovert
6220,3.0,No,5.0,4.0,No,8.0,8.0,Extrovert
6221,2.0,No,8.0,3.0,No,15.0,8.0,Extrovert
6222,,No,4.0,4.0,No,15.0,8.0,Extrovert
6223,,No,7.0,5.0,No,8.0,8.0,Extrovert
6224,3.0,No,8.0,3.0,No,13.0,4.0,Extrovert
6225,2.0,No,,5.0,No,9.0,9.0,Extrovert
6226,5.0,Yes,2.0,0.0,Yes,2.0,,Introvert
6227,1.0,No,5.0,3.0,No,9.0,9.0,Extrovert
6228,1.0,No,4.0,,No,8.0,5.0,Extrovert
6229,1.0,No,9.0,4.0,No,11.0,4.0,Extrovert
6230,8.0,Yes,1.0,2.0,Yes,2.0,0.0,Introvert
6231,4.0,Yes,,2.0,Yes,2.0,1.0,Introvert
6232,1.0,No,9.0,5.0,No,12.0,10.0,Extrovert
6233,3.0,No,5.0,4.0,No,14.0,3.0,Extrovert
6234,6.0,Yes,2.0,,Yes,4.0,0.0,Introvert
6235,3.0,No,9.0,5.0,No,13.0,5.0,Extrovert
6236,0.0,No,4.0,5.0,No,7.0,5.0,Extrovert
6237,,No,,5.0,No,11.0,7.0,Extrovert
6238,0.0,No,3.0,5.0,No,,8.0,Extrovert
6239,5.0,Yes,,0.0,Yes,4.0,1.0,Introvert
6240,1.0,No,8.0,5.0,No,,3.0,Extrovert
6241,1.0,No,5.0,,No,,3.0,Extrovert
6242,3.0,No,4.0,3.0,No,5.0,9.0,Extrovert
6243,3.0,No,9.0,5.0,No,10.0,6.0,Extrovert
6244,5.0,Yes,2.0,0.0,Yes,3.0,3.0,Introvert
6245,,No,5.0,4.0,No,8.0,7.0,Extrovert
6246,1.0,No,5.0,3.0,No,5.0,8.0,Extrovert
6247,3.0,No,8.0,,No,8.0,7.0,Extrovert
6248,5.0,Yes,0.0,,Yes,1.0,2.0,Introvert
6249,2.0,No,6.0,6.0,No,10.0,9.0,Extrovert
6250,7.0,Yes,1.0,2.0,Yes,1.0,0.0,Introvert
6251,5.0,,0.0,0.0,Yes,4.0,2.0,Introvert
6252,0.0,No,4.0,5.0,No,,5.0,Extrovert
6253,0.0,No,5.0,5.0,No,15.0,5.0,Extrovert
6254,6.0,Yes,2.0,1.0,Yes,,2.0,Introvert
6255,5.0,Yes,,3.0,Yes,3.0,1.0,Introvert
6256,2.0,,5.0,6.0,No,11.0,7.0,Extrovert
6257,1.0,No,9.0,,No,5.0,5.0,Extrovert
6258,8.0,Yes,,1.0,Yes,2.0,2.0,Introvert
6259,1.0,No,8.0,7.0,No,6.0,8.0,Extrovert
6260,2.0,No,10.0,4.0,No,11.0,6.0,Extrovert
6261,0.0,No,7.0,4.0,No,7.0,5.0,Extrovert
6262,5.0,,0.0,0.0,Yes,2.0,2.0,Introvert
6263,1.0,No,5.0,5.0,No,15.0,9.0,Extrovert
6264,,No,6.0,7.0,No,15.0,3.0,Extrovert
6265,2.0,No,3.0,7.0,No,7.0,5.0,Extrovert
6266,3.0,No,3.0,3.0,No,4.0,5.0,Extrovert
6267,3.0,No,9.0,4.0,No,7.0,3.0,Extrovert
6268,0.0,No,4.0,5.0,No,14.0,3.0,Extrovert
6269,2.0,No,4.0,4.0,No,6.0,5.0,Extrovert
6270,1.0,,4.0,3.0,No,7.0,6.0,Extrovert
6271,,Yes,0.0,2.0,Yes,0.0,2.0,Introvert
6272,0.0,No,7.0,3.0,No,9.0,7.0,Extrovert
6273,0.0,No,5.0,3.0,No,9.0,3.0,Extrovert
6274,1.0,No,7.0,6.0,,8.0,5.0,Extrovert
6275,7.0,Yes,1.0,0.0,Yes,0.0,1.0,Introvert
6276,4.0,Yes,0.0,3.0,Yes,,0.0,Introvert
6277,11.0,Yes,2.0,0.0,Yes,3.0,1.0,Introvert
6278,3.0,No,4.0,6.0,No,5.0,8.0,Extrovert
6279,11.0,Yes,,2.0,Yes,2.0,0.0,Introvert
6280,2.0,No,4.0,4.0,No,15.0,8.0,Extrovert
6281,9.0,Yes,3.0,0.0,Yes,5.0,3.0,Introvert
6282,2.0,No,7.0,4.0,No,7.0,9.0,Extrovert
6283,9.0,,4.0,4.0,No,7.0,6.0,Introvert
6284,3.0,No,6.0,4.0,No,15.0,5.0,Extrovert
6285,1.0,No,3.0,5.0,No,12.0,8.0,Extrovert
6286,10.0,Yes,3.0,0.0,,4.0,0.0,Introvert
